Master Species List (MSL),Islands Only Species (IOS) - Not valid on the Mainland,Mainland NFS P2/3 Sub-lists - Not valid on P2/3 plots within a specific NFS Region,Woodland,FIA Code,Common Name,Genus,Species,VARIETY,SUBSPECIES,PLANTS Code,Past NRS Tally,Past PNW Tally,Past RMRS Tally,Past SRS Tally,Caribbean,Pacific,Urban,Historic  P2
MSL,.,.,.,8324,Limahuli Valley pritchardia,Pritchardia,limahuliensis,.,.,PRLI2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8325,Molokai pritchardia,Pritchardia,lowreyana,.,.,PRLO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8326,Koolau Range pritchardia,Pritchardia,martii,.,.,PRMA5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8327,Alakai Swamp pritchardia,Pritchardia,minor,.,.,PRMI3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8328,Kamalo pritchardia,Pritchardia,munroi,.,.,PRMU3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8329,fan palm,Pritchardia,pacifica,.,.,PRPA11,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8330,Waioli Valley pritchardia,Pritchardia,perlmanii,.,.,PRPE7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8331,Nihoa pritchardia,Pritchardia,remota,.,.,PRRE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8336,lands of papa pritchardia,Pritchardia,schattaueri,.,.,PRSC,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8337,pritchardia,Pritchardia,spp.,.,.,PRITC,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8338,stickybud pritchardia,Pritchardia,viscosa,.,.,PRVI2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8339,poleline pritchardia,Pritchardia,waialealeana,.,.,PRWA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8340,guasimilla,Prockia,crucis,.,.,PRCR2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8342,jand,Prosopis,cineraria,.,.,PRCI4,U,U,U,"C, U",C,.,.,.
MSL,.,.,w,756,honey mesquite ,Prosopis,glandulosa,.,.,PRGL2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8343,mesquite,Prosopis,juliflora,.,.,PRJU,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8344,kiawe,Prosopis,pallida,.,.,PRPA4,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,w,758,screwbean mesquite,Prosopis,pubescens,.,.,PRPU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,w,757,velvet mesquite,Prosopis,velutina,.,.,PRVE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,769,Allegheny plum,Prunus,alleghaniensis,.,.,PRAL5,"R, U",U,U,U,.,.,.,P2
MSL,.,.,.,766,American plum,Prunus,americana,.,.,PRAM,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8350,apricot,Prunus,armeniaca,.,.,PRAR3,U,U,U,U,.,.,U,.
MSL,.,.,.,771,sweet cherry,Prunus,avium,.,.,PRAV,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,8,.,8345,Carolina laurelcherry,Prunus,caroliniana,.,.,PRCA,.,U,U,U,.,.,U,.
MSL,.,.,.,8348,cherry plum,Prunus,cerasifera,.,.,PRCE2,U,U,U,U,.,.,U,.
MSL,.,"3,6,8",.,772,sour cherry,Prunus,cerasus,.,.,PRCE,"R, U",U,U,U,.,.,.,P2
MSL,.,.,.,773,European plum,Prunus,domestica,.,.,PRDO,"R, U",U,U,U,.,.,.,P2
MSL,.,.,.,8351,sweet almond,Prunus,dulcis,.,.,PRDU,U,U,U,U,.,.,U,.
MSL,.,3,.,768,bitter cherry,Prunus,emarginata,.,.,PREM,"R, U","PNWS, U",.,U,.,.,.,P2
MSL,.,.,.,6696,cherry laurel,Prunus,laurocerasus,.,.,PRLA5,U,U,U,U,.,.,U,.
MSL,.,.,.,774,Mahaleb cherry,Prunus,mahaleb,.,.,PRMA,"R, U",U,U,U,.,.,.,P2
MSL,.,.,.,6708,Mexican plum,Prunus,mexicana,.,.,PRME,.,.,.,.,.,.,.,.
MSL,.,.,.,8346,West Indian cherry,Prunus,myrtifolia,.,.,PRMY,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,765,Canada plum,Prunus,nigra,.,.,PRNI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8347,western cherry laurel,Prunus,occidentalis,.,.,PROC,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,761,pin cherry,Prunus,pensylvanica,.,.,PRPE2,"R, U","PNWS, U",.,"R, U",.,.,.,P2
MSL,.,.,.,764,peach,Prunus,persica,.,.,PRPE3,"R, U","P, U",U,"R, U",.,P,.,P2
MSL,.,.,.,8360,Japanese plum,Prunus,salicina,.,.,PRSA3,U,U,U,U,.,.,U,.
MSL,.,.,.,762,black cherry,Prunus,serotina,.,.,PRSE2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8349,Prunus serotina,Prunus,serotina,.,capuli,PRSEC,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6707,Japanese flowering cherry,Prunus,serrulata,.,.,PRSE3,U,U,U,U,.,.,U,.
MSL,.,"3,4,5,6,10",.,760,cherry and plum spp.,Prunus,spp.,.,.,PRUNU,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,3,.,763,chokecherry,Prunus,virginiana,.,.,PRVI,"R, U","PNWS, U",.,"R, U",.,.,.,P2
MSL,.,.,.,8357,Yoshino flowering cherry,Prunus,x yedoensis,.,.,PRYE,U,U,U,U,.,.,U,.
MSL,.,.,.,8352,false breadnut,Pseudolmedia,spuria,.,.,PSSP2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8353,Florida cherry palm,Pseudophoenix,sargentii,.,.,PSSA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,201,bigcone Douglas-fir,Pseudotsuga,macrocarpa,.,.,PSMA,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,202,Douglas-fir,Pseudotsuga,menziesii,.,.,PSME,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8354,mountain guava,Psidium,amplexicaule,.,.,PSAM,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8355,strawberry guava,Psidium,cattleianum,.,.,PSCA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8356,guava,Psidium,guajava,.,.,PSGU,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8358,Psidium longipes,Psidium,longipes,.,.,PSLOO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8359,Sintenis' guava,Psidium,sintenisii,.,.,PSSI2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8361,cachimbo-cumun,Psychotria,berteriana,.,.,PSBE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8362,palo de cachimbo,Psychotria,brachiata,.,.,PSBR2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8363,Browne's wild coffee,Psychotria,brownei,.,.,PSBR3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8368,chimei,Psychotria,carolinensis,.,.,PSCA18,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8413,Psychotria cheathamiana,Psychotria,cheathamiana,.,.,PSCH4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8364,Psychotria domingensis,Psychotria,domingensis,.,.,PSDO2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8365,Koolau Range wild coffee,Psychotria,fauriei,.,.,PSFA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8366,largeflower wild coffee,Psychotria,grandiflora,.,.,PSGR,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8367,cachimbo grande,Psychotria,grandis,.,.,PSGR2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8369,Kauai wild coffee,Psychotria,greenwelliae,.,.,PSGR3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8370,Waianae Range wild coffee,Psychotria,hathewayi,.,.,PSHA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8373,kopikoula,Psychotria,hawaiiensis,.,.,PSHA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8377,woodland wild coffee,Psychotria,hexandra,.,.,PSHE2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8382,Oahu wild coffee,Psychotria,hexandra,.,oahuensis,PSHEO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8386,milolii kopiwai,Psychotria,hobdyi,.,.,PSHO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8387,matalafi,Psychotria,insularum,.,.,PSIN10,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8388,kopiko kea,Psychotria,kaduana,.,.,PSKA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8389,cachimbo de gato,Psychotria,maleolens,.,.,PSMA4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8390,aplohkateng,Psychotria,mariana,.,.,PSYMAR,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8391,cachimbo de maricao,Psychotria,maricaensis,.,.,PSMA5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8392,forest wild coffee,Psychotria,mariniana,.,.,PSMA6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8393,opiko,Psychotria,mauiensis,.,.,PSMA7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8395,floating balsamo,Psychotria,nutans,.,.,PSNU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8397,hairy wild coffee,Psychotria,pubescens,.,.,PSPU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8398,Psychotria rhombocarpa,Psychotria,rhombocarpa,.,.,PSRH2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8399,Psychotria rotensis,Psychotria,rotensis,.,.,PSRO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8400,wild coffee,Psychotria,spp.,.,.,PSYCH,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8401,leatherleaf wild coffee,Psychotria,wawrae,.,.,PSWA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6381,Olasina,Psydrax,merrillii,.,.,CAME35,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8402,alahee,Psydrax,odorata,.,.,PSOD,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8404,Kauai pteralyxia,Pteralyxia,kauaiensis,.,.,PTKA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8405,ridged pteralyxia,Pteralyxia,macrocarpa,.,.,PTMA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8407,pterocarpus,Pterocarpus,indicus,.,.,PTIN2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8408,Burma padauk,Pterocarpus,macrocarpus,.,.,PTMA7,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8409,Malabar kino,Pterocarpus,marsupium,.,.,PTMA3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8410,dragonsblood tree,Pterocarpus,officinalis,.,.,PTOF,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8411,Chinese wingnut,Pterocarya,stenoptera,.,.,PTST80,U,U,U,U,.,.,U,.
MSL,.,.,.,8412,Ptychococcus ledermannianus,Ptychococcus,ledermannianus,.,.,PTLE3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8415,Macarthur feather palm,Ptychosperma,macarthuri,.,.,PTMA8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8416,chesdbuuch,Ptychosperma,palauense,.,.,PTPA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8419,pomegranate,Punica,granatum,.,.,PUGR2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8421,Callery pear,Pyrus,calleryana,.,.,PYCA80,U,U,U,U,.,.,U,.
MSL,.,.,.,8423,common pear,Pyrus,communis,.,.,PYCO,.,U,U,U,.,.,U,.
MSL,.,.,.,8426,Chinese pear,Pyrus,pyrifolia,.,.,PYPY2,.,U,U,U,.,.,U,.
MSL,.,"5,6,10",.,8420,pear spp.,Pyrus,Spp.,.,.,PYRUS,U,U,U,U,.,.,U,.
MSL,.,.,.,8422,swizzlestick tree,Quararibea,turbinata,.,.,QUTU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8427,sawtooth oak,Quercus,acutissima,.,.,QUAC80,U,U,U,U,.,.,U,.
MSL,.,.,.,801,California live oak,Quercus,agrifolia,.,.,QUAG,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,802,white oak,Quercus,alba,.,.,QUAL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,w,803,Arizona white oak,Quercus,arizonica,.,.,QUAR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6768,Arkansas oak,Quercus,arkansana,.,.,QUAR2,U,U,U,U,.,.,U,.
MSL,.,.,.,8429,bastard white oak,Quercus,austrina,.,.,QUAU,U,U,U,U,.,.,U,.
MSL,.,.,.,804,swamp white oak,Quercus,bicolor,.,.,QUBI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8513,Buckley oak,Quercus,buckleyi,.,.,QUBU2,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,8437,European turkey oak,Quercus,cerris,.,.,QUCE,U,U,U,U,.,.,U,.
MSL,.,"3,4",.,805,canyon live oak,Quercus,chrysolepis,.,.,QUCH2,"R, U","PNWS, U",U,U,.,.,.,P2
MSL,.,.,.,806,scarlet oak,Quercus,coccinea,.,.,QUCO2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,807,blue oak,Quercus,douglasii,.,.,QUDO,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,809,northern pin oak,Quercus,ellipsoidalis,.,.,QUEL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,w,810,Emory oak,Quercus,emoryi,.,.,QUEM,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,811,Engelmann oak,Quercus,engelmannii,.,.,QUEN,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,812,southern red oak,Quercus,falcata,.,.,QUFA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8438,Texas live oak,Quercus,fusiformis,.,.,QUFU,U,U,U,U,.,.,U,.
MSL,.,.,w,814,Gambel oak,Quercus,gambelii,.,.,QUGA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,815,Oregon white oak,Quercus,garryana,.,.,QUGA4,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,8441,sand live oak,Quercus,geminata,.,.,QUGE2,U,U,U,U,.,.,U,.
MSL,.,.,.,6782,Georgia oak,Quercus,georgiana,.,.,QUGE,U,U,U,U,.,.,U,.
MSL,.,.,.,851,Chisos oak,Quercus,graciliformis,.,.,QUGR,"R, U",U,U,"R, U",.,.,.,P2
MSL,.,.,.,8511,Graves oak,Quercus,gravesii,.,.,QUGR2,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,w,846,gray oak,Quercus,grisea,.,.,QUGR3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8449,Darlington oak,Quercus,hemisphaerica,.,.,QUHE2,U,U,U,U,.,.,U,.
MSL,.,.,w,843,silverleaf oak,Quercus,hypoleucoides,.,.,QUHY,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8450,holly oak,Quercus,ilex,.,.,QUIL2,U,U,U,U,.,.,U,.
MSL,.,.,.,816,scrub oak,Quercus,ilicifolia,.,.,QUIL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,817,shingle oak,Quercus,imbricaria,.,.,QUIM,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,842,bluejack oak,Quercus,incana,.,.,QUIN,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,818,California black oak,Quercus,kelloggii,.,.,QUKE,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,8514,Lacey oak,Quercus,laceyi,.,.,QULA,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,819,turkey oak,Quercus,laevis,.,.,QULA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,820,laurel oak,Quercus,laurifolia,.,.,QULA3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,821,California white oak,Quercus,lobata,.,.,QULO,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,822,overcup oak,Quercus,lyrata,.,.,QULY,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,823,bur oak,Quercus,macrocarpa,.,.,QUMA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,840,dwarf post oak,Quercus,margarettiae,.,.,QUMA6,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,824,blackjack oak,Quercus,marilandica,.,.,QUMA3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,825,swamp chestnut oak,Quercus,michauxii,.,.,QUMI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,841,dwarf live oak,Quercus,minima,.,.,QUMI2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,826,chinkapin oak,Quercus,muehlenbergii,.,.,QUMU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6791,myrtle oak,Quercus,myrtifolia,.,.,QUMY,U,U,U,U,.,.,U,.
MSL,.,.,.,827,water oak,Quercus,nigra,.,.,QUNI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,w,829,Mexican blue oak,Quercus,oblongifolia,.,.,QUOB,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,844,Oglethorpe oak,Quercus,oglethorpensis,.,.,QUOG,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,813,cherrybark oak,Quercus,pagoda,.,.,QUPA5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,830,pin oak,Quercus,palustris,.,.,QUPA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6794,durmast oak,Quercus,petraea,.,.,QUPE2,U,U,U,U,.,.,U,.
MSL,.,.,.,831,willow oak,Quercus,phellos,.,.,QUPH,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8512,Mexican white oak,Quercus,polymorpha,.,.,QUPO2,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,8,.,845,dwarf chinkapin oak,Quercus,prinoides,.,.,QUPR,"R, U","PNWS, U",U,"R, U",.,.,.,P2
MSL,.,.,.,832,chestnut oak,Quercus,prinus,.,.,QUPR2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6797,English oak,Quercus,robur,.,.,QURO2,U,U,U,U,.,.,U,.
MSL,.,.,.,8492,robust oak,Quercus,robusta,.,.,QURO3,U,U,U,U,.,.,U,.
MSL,.,.,.,833,northern red oak,Quercus,rubra,.,.,QURU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,w,847,netleaf oak,Quercus,rugosa,.,.,QURU4,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,834,Shumard oak,Quercus,shumardii,.,.,QUSH,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,836,Delta post oak,Quercus,similis,.,.,QUSI2,"R, U","PNWS, U",U,"R, U",.,.,.,P2
MSL,.,.,.,808,Durand oak,Quercus,sinuata,sinuata,.,QUSIS,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6799,bastard oak,Quercus,sinuata,.,.,QUSI,U,U,U,U,.,.,U,.
MSL,.,.,.,8487,bastard oak,Quercus,sinuata,breviloba,.,QUSIB,U,U,U,U,.,.,U,.
MSL,.,.,.,835,post oak,Quercus,stellata,.,.,QUST,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8424,cork oak,Quercus,suber,.,.,QUSU5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8455,lateleaf oak,Quercus,tardifolia,.,.,QUTA,U,U,U,U,.,.,U,.
MSL,.,.,.,828,Texas red oak,Quercus,texana,.,.,QUTE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8461,sandpaper oak,Quercus,vaseyana,.,.,QUVA5,.,U,U,U,.,.,U,.
MSL,.,.,.,837,black oak,Quercus,velutina,.,.,QUVE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,838,live oak,Quercus,virginiana,.,.,QUVI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,839,interior live oak,Quercus,wislizeni,.,.,QUWI2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,IOS,.,.,8425,white indigoberry,Randia,aculeata,.,.,RAAC,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8430,togo vao,Rapanea,myricifolia,.,.,RAMY,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8432,omechidel,Rauvolfia,insularis,.,.,RAIN8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8433,palo amargo,Rauvolfia,nitida,.,.,RANI2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8434,devils-pepper,Rauvolfia,sandwicensis,.,.,RASA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8431,poison devils-pepper,Rauvolfia,vomitoria,.,.,RAVO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8436,traveler's tree,Ravenala,madagascariensis,.,.,RAMA7,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8439,tortugo prieto,Ravenia,urbanii,.,.,RAUR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8440,vi vao,Reynoldsia,lanutoensis,.,.,RELA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8442,ohe makai,Reynoldsia,sandwicensis,.,.,RESA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8444,guama,Reynosia,guama,.,.,REGU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8445,Krug's darlingplum,Reynosia,krugii,.,.,REKR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8447,sloe,Reynosia,uncinata,.,.,REUN,U,U,U,"C, U",C,.,.,.
MSL,.,8,.,6918,common buckthorn,Rhamnus,cathartica,.,.,RHCA3,U,U,U,U,.,.,U,.
MSL,.,.,.,8456,Rheeda,Rheedia,edulis,.,.,RHED4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8458,mangle,Rhizophora,apiculata,.,.,RHAP2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8460,Rhizophora lamarckii,Rhizophora,lamarckii,.,.,RHLA12,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,989,American mangrove,Rhizophora,mangle,.,.,RHMA2,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
MSL,.,.,.,8462,mangle hembra,Rhizophora,mucronata,.,.,RHMU,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8464,Rhizophora stylosa,Rhizophora,stylosa,.,.,RHST8,U,"P, U",U,U,.,P,.,.
MSL,.,8,.,8466,Rose Myrtle,Rhodomyrtus,tomentosa,.,.,RHTO10,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8470,African sumac,Rhus,lancea,.,.,RHLA11,U,U,U,U,.,.,U,.
MSL,.,"3,8",.,8479,prairie sumac,Rhus,lanceolata,.,.,RHLA3,U,U,U,U,.,.,U,.
MSL,.,.,.,8467,neneleau,Rhus,sandwicensis,.,.,RHSA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8469,tavai,Rhus,taitensis,.,.,RHTA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8472,castorbean,Ricinus,communis,.,.,RICO3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8474,Rinorea carolinensis,Rinorea,carolinensis,.,.,RICA16,U,"P, U",U,U,.,P,.,.
MSL,.,"3,4,5,8",w,902,New Mexico locust,Robinia,neomexicana,.,.,RONE,"R, U","PNWS, U",.,"R, U",.,.,.,P2
MSL,.,.,.,901,black locust,Robinia,pseudoacacia,.,.,ROPS,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8476,greenheart ebony,Rochefortia,acanthophora,.,.,ROAC2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8478,Rochefortia spinosa,Rochefortia,spinosa,.,.,ROSP8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8480,Rollinia,Rollinia,deliciosa,.,.,RODE5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8481,wild sugar apple,Rollinia,mucosa,.,.,ROMU3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8483,cordobancillo,Rondeletia,inermis,.,.,ROIN4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8484,cordobancillo peludo,Rondeletia,pilosa,.,.,ROPI3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8485,Juan Tomas,Rondeletia,portoricensis,.,.,ROPO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8489,Puerto Rico royal palm,Roystonea,borinquena,.,.,ROBO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8490,Roystonea elata,Roystonea,elata,.,.,ROEL,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8491,royal palm,Roystonea,oleracea,.,.,ROOL,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,909,royal palm spp.,Roystonea,spp.,.,.,ROYST,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,8494,Puerto Rico palmetto,Sabal,causiarum,.,.,SACA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,911,Mexican palmetto,Sabal,mexicana,.,.,SAME8,"R, U",U,U,"R, U",.,.,.,P2
MSL,.,.,.,912,cabbage palmetto,Sabal,palmetto,.,.,SAPA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8499,white hogwood,Sagraea,umbrosa,.,.,SAUM3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,927,white willow,Salix,alba,.,.,SAAL2,"R, U","PNWS, U",U,"R, U",.,.,.,P2
MSL,.,.,.,921,peachleaf willow,Salix,amygdaloides,.,.,SAAM2,"R, U","PNWS, U",U,"R, U",.,.,.,P2
MSL,.,8,.,925,coastal plain willow,Salix,caroliniana,.,.,SACA5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6954,Elaeagnus willow,Salix,elaeagnos,.,.,SAEL,U,U,U,U,.,.,U,.
MSL,.,.,.,6955,crack willow,Salix,fragilis,.,.,SAFR,.,.,.,.,.,.,.,.
MSL,.,.,.,8501,Salix humboldtiana,Salix,humboldtiana,.,.,SAHU,U,U,U,"C, U",C,.,.,.
MSL,.,"1,2,3,4,5,6,8",.,8504,arroyo willow,Salix,lasiolepis,.,.,SALA6,.,U,U,U,.,.,U,.
MSL,.,.,.,922,black willow,Salix,nigra,.,.,SANI,"R, U","PNWS, U",U,"R, U",.,.,.,P2
